Company name;Fixed assets 2018;Fixed assets 2017;Fixed assets 2016;Intangible fixed assets 2018;Intangible fixed assets 2017;Intangible fixed assets 2016;Tangible fixed assets 2018;Tangible fixed assets 2017;Tangible fixed assets 2016;Other fixed assets 2018;Other fixed assets 2017;Other fixed assets 2016;Current assets 2018;Current assets 2017;Current assets 2016;Stock 2018;Stock 2017;Stock 2016;Debtors 2018;Debtors 2017;Debtors 2016;Other current assets 2018;Other current assets 2017;Other current assets 2016;Cash & cash equivalent 2018;Cash & cash equivalent 2017;Cash & cash equivalent 2016;Total assets 2018;Total assets 2017;Total assets 2016;Shareholders funds 2018;Shareholders funds 2017;Shareholders funds 2016;Capital 2018;Capital 2017;Capital 2016;Other shareholders funds 2018;Other shareholders funds 2017;Other shareholders funds 2016;Non-current liabilities 2018;Non-current liabilities 2017;Non-current liabilities 2016;Long term debt 2018;Long term debt 2017;Long term debt 2016;Other non-current liabilities 2018;Other non-current liabilities 2017;Other non-current liabilities 2016;Provisions 2018;Provisions 2017;Provisions 2016;Current liabilities 2018;Current liabilities 2017;Current liabilities 2016;Loans 2018;Loans 2017;Loans 2016;Creditors 2018;Creditors 2017;Creditors 2016;Other current liabilities 2018;Other current liabilities 2017;Other current liabilities 2016;Total shareh. funds & liab. 2018;Total shareh. funds & liab. 2017;Total shareh. funds & liab. 2016;NACE Rev. 2 primary code;NACE Rev. 2, primary code description;MORE evaluation - Score 2018;MORE evaluation - Score 2017;MORE evaluation - Score 2016
MECOM PROTOTYPEN- UND VORRICHTUNGSBAU GMBH;118;151;135;0;0;0;118;151;135;0;0;0;2413;2350;2627;107;109;89;0;0;0;2307;2241;2539;375;370;1092;2532;2501;2762;1605;1549;1798;30;30;25;1575;1519;1773;657;730;964;0;0;182;657;730;782;657;730;782;270;223;0;0;0;n.a.;0;0;n.a.;270;223;n.a.;2532;2501;2762;2512;Manufacture of doors and windows of metal;BBB;BBB;BBB
SWO SCHIFFSWERFT OBERELBE GMBH;54;43;63;2;6;14;52;37;49;0;0;0;5805;3567;3541;3975;1962;2591;0;0;0;1830;1604;950;619;237;90;5859;3609;3605;660;533;330;25;25;25;635;508;305;314;302;209;100;125;150;214;177;59;214;177;59;4885;2775;3066;0;0;0;0;0;0;4885;2775;3066;5859;3609;3605;2822;Manufacture of lifting and handling equipment;CCC;B;CCC
HIW HAMBURG INVEST WIRTSCHAFTSFOERDERUNGSGESELLSC. MBH;150;188;163;17;41;43;82;97;95;50;50;25;906;1379;1105;0;0;0;2;110;5;903;1269;1100;566;841;751;1055;1567;1268;215;253;247;52;52;52;163;201;195;379;539;365;0;83;0;379;456;365;379;456;365;461;774;656;0;0;0;244;309;445;217;465;211;1055;1567;1268;7022;Business and other management consultancy activities;BB;BB;BB
ETAPART AG;318;232;175;22;43;51;270;163;97;26;26;26;2050;1808;1583;739;711;757;0;0;0;1311;1097;825;336;511;473;2368;2040;1757;920;890;427;100;100;100;820;790;327;899;1151;1330;0;420;417;899;730;913;899;730;913;549;0;0;0;n.a.;n.a.;0;n.a.;n.a.;549;n.a.;n.a.;2368;2040;1757;7210;Research and experimental development on natural sciences and engineering;BBB;BBB;BB
SH ANBAUGERAETE GMBH;960;1094;1086;403;463;452;546;621;624;10;10;10;2777;2573;1971;1943;1889;1294;0;641;620;834;43;56;38;1;1;3736;3667;3057;-44;-269;-480;25;25;25;-69;-294;-505;3781;3088;2884;3708;3006;2764;72;82;121;72;82;121;0;848;653;n.a.;270;368;n.a.;416;232;n.a.;162;53;3736;3667;3057;2822;Manufacture of lifting and handling equipment;CCC;CCC;CCC
LION MOTORS GMBH & CO. KG;1347;1407;1456;0;0;0;1347;1407;1456;0;0;0;2340;2563;1852;1853;1686;1280;0;0;0;487;877;573;6;4;134;3688;3970;3309;710;840;938;710;840;550;0;0;388;38;51;2371;0;0;2328;38;51;42;38;51;42;2940;3079;0;0;0;n.a.;0;0;n.a.;2940;3079;n.a.;3688;3970;3309;4540;Sale, maintenance and repair of motorcycles and related parts and accessories;CCC;CCC;BBB
IMA GERMANY GMBH;424;410;341;0;0;0;424;410;341;0;0;0;4380;4546;5356;0;0;0;292;353;285;4088;4193;5071;500;1226;762;4804;4957;5697;3884;4011;4462;90;90;90;3794;3921;4372;812;863;1140;21;79;9;791;784;1132;791;784;1132;108;83;95;0;0;0;5;5;17;103;77;77;4804;4957;5697;4614;Agents involved in the sale of machinery, industrial equipment, ships and aircraft;AA;A;AA
ASPERG SECHSTE SOLAR GMBH;25975;28337;30697;0;0;0;25975;28337;30697;0;0;0;3174;3701;3941;0;0;8;245;117;0;2929;3584;3932;2390;3025;3227;29149;32038;34637;4762;5261;5181;25;25;25;4737;5236;5156;24387;26766;29456;22320;25162;28004;2067;1604;1452;255;32;102;0;11;0;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;11;n.a.;29149;32038;34637;3511;Production of electricity;BBB;BB;BB
BARTOSCH GMBH;1;1;1;0;0;0;1;1;1;0;0;0;378;340;410;0;0;0;0;0;0;378;340;410;144;136;75;379;340;411;138;114;96;25;25;25;113;89;71;2;226;315;0;225;313;2;1;2;2;1;2;238;0;0;0;n.a.;n.a.;0;n.a.;n.a.;238;n.a.;n.a.;379;340;411;4671;Wholesale of solid, liquid and gaseous fuels and related products;BB;BB;BB
HA-RA GMBH;1039;1158;1218;733;802;923;306;356;295;0;0;0;2086;2176;2393;738;648;690;0;0;0;1348;1528;1703;677;959;1426;3125;3334;3611;498;611;735;1500;1500;1500;-1002;-889;-765;125;2723;440;0;2581;0;125;142;440;125;142;440;2503;0;2436;0;n.a.;0;0;n.a.;0;2503;n.a.;2436;3125;3334;3611;2041;Manufacture of soap and detergents, cleaning and polishing preparations;B;BB;B
GERICKE TRANSPORT GMBH;429;595;636;2;2;3;427;593;634;0;0;0;668;648;524;16;15;12;0;0;0;652;633;512;240;77;65;1097;1243;1160;339;303;206;25;25;25;314;278;181;272;120;954;227;80;941;45;40;13;45;40;13;487;820;0;0;0;n.a.;0;0;n.a.;487;820;n.a.;1097;1243;1160;5229;Other transportation support activities;BB;BB;BB
HAAS WERKZEUGMASCHINEN GMBH;136;132;49;0;1;1;135;132;47;0;0;0;1731;1518;1363;193;160;154;0;0;0;1537;1358;1208;952;763;778;1867;1650;1411;1327;1141;936;80;80;80;1247;1061;856;539;509;475;407;269;280;132;240;196;132;240;196;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1867;1650;1411;4614;Agents involved in the sale of machinery, industrial equipment, ships and aircraft;BBB;BBB;BB
ESKO-GRAPHICS GMBH;4717;4723;4730;0;0;0;3;9;15;4715;4715;4715;16867;15326;16814;0;0;0;0;0;0;16867;15326;16814;13850;12952;n.a.;21584;20049;21544;21031;19608;18467;501;501;501;20530;19107;17966;279;441;3077;0;130;923;279;311;2154;279;311;2154;275;0;0;0;n.a.;n.a.;52;n.a.;n.a.;222;n.a.;n.a.;21584;20049;21544;6201;Computer programming activities;AA;A;A
RICHTSTEIG ANLAGENTECHNIK GMBH & CO. KG;178;232;223;0;0;0;178;232;223;0;0;0;1872;2202;2101;465;251;404;1075;1582;1323;332;368;373;153;152;190;2050;2434;2324;225;225;225;50;50;50;175;175;175;146;246;273;0;0;0;146;246;273;146;246;273;1679;1963;1826;299;578;285;1186;1005;787;194;380;754;2050;2434;2324;2800;Manufacture of machinery and equipment nec;B;B;B
BAECKEREI-KONDITOREI SCHOENSTETTER GMBH;1619;1853;1614;6;13;20;1613;1840;1594;0;0;0;1186;1099;1135;138;128;140;0;0;0;1048;971;995;264;227;333;2804;2952;2749;1653;1445;1177;50;50;50;1603;1395;1127;694;1002;1572;486;651;1224;207;351;348;207;351;348;458;505;0;0;0;n.a.;0;0;n.a.;458;505;n.a.;2804;2952;2749;1071;"Manufacture of bread; manufacture of fresh pastry goods and cakes";BBB;BBB;BBB
HERMANN LORENZ GMBH POCKAU SAEGE- U. HOLZVERARBEITUNGSWERK;2076;2255;2573;0;0;0;2076;2255;2573;0;0;0;691;721;646;388;271;227;0;0;0;303;451;418;1;115;63;2767;2976;3219;1966;1988;2046;26;26;26;1940;1962;2020;800;988;1173;769;971;1154;31;17;19;31;17;19;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2767;2976;3219;1610;Sawmilling and planing of wood;BBB;BBB;BBB
IPOINT MESSE- UND EVENTBAU GMBH;600;303;340;14;32;44;587;258;282;0;14;14;673;581;606;297;243;299;0;0;0;375;338;307;129;8;102;1273;884;945;187;175;156;25;25;25;162;150;131;1085;68;789;1009;9;735;76;59;53;76;59;53;1;642;1;0;n.a.;0;0;n.a.;0;1;1;1;1273;884;945;8230;Organisation of conventions and trade shows;BB;BB;BB
JOSEF & FRANZ PFAHLER GMBH & CO. KG;3293;3447;645;1;1;0;280;433;643;3013;3013;2;506;862;616;23;33;25;0;0;0;482;829;590;51;333;57;3799;4309;1261;1619;2238;-416;1619;2238;124;0;0;-540;1625;1481;828;1565;1414;752;61;67;76;61;67;76;554;589;848;0;0;0;0;0;0;554;589;848;3799;4309;1261;4941;Freight transport by road;B;BB;CCC
KM MEETH ZAUN GMBH;475;381;349;39;26;46;435;355;302;0;0;0;2781;2706;2840;1382;1032;1028;0;0;0;1400;1673;1812;147;82;180;3256;3086;3189;518;830;722;25;25;25;493;805;697;619;2256;2466;398;1963;2255;221;294;212;221;294;212;2119;0;0;0;n.a.;n.a.;0;n.a.;n.a.;2119;n.a.;n.a.;3256;3086;3189;2223;Manufacture of builders' ware of plastic;B;BB;BB
KOMMUNALTECHNIK, INSTANDSETZUNG UND FERTIGUNGS-GESELLSCHAFT MBH;1310;1443;1586;0;0;0;1310;1443;1586;0;0;0;1505;1783;1375;1072;1044;910;0;0;0;433;739;465;1;1;1;2815;3225;2961;2056;1885;1881;50;50;50;2006;1835;1831;333;1341;615;222;1100;383;111;241;231;111;241;231;426;0;466;0;n.a.;0;0;n.a.;0;426;n.a.;466;2815;3225;2961;2920;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";BBB;BBB;BBB
KUSSER GRANITWERKE GMBH;215;228;225;0;0;0;23;35;33;192;192;192;2391;1983;2160;1097;537;693;0;0;0;1294;1446;1467;471;449;1027;2606;2211;2385;344;252;364;25;25;25;319;227;339;2262;1959;1503;1682;1226;442;580;732;1061;580;732;1056;0;0;517;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;517;2606;2211;2385;0811;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate;B;BB;BB
PROGECO DEUTSCHLAND GMBH;1211;1158;1166;2;0;0;1196;1146;1153;12;12;12;1067;909;1143;67;15;96;0;0;0;1000;894;1048;0;51;171;2277;2067;2309;-128;322;-66;25;25;25;-153;297;-91;2406;1745;232;2100;1411;39;306;334;193;306;334;193;0;0;2143;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;2143;2277;2067;2309;5210;Warehousing and storage;CCC;BBB;CCC
SAPRO GESELLSCHAFT FUER SATZPRODUKTION MBH;685;766;838;39;58;65;646;708;773;0;0;0;684;833;760;3;1;3;0;0;0;680;832;758;0;0;0;1368;1599;1598;954;969;870;32;32;32;922;937;837;331;629;729;0;75;172;331;554;556;331;554;556;83;0;0;0;n.a.;n.a.;0;n.a.;n.a.;83;n.a.;n.a.;1368;1599;1598;5819;Other publishing activities;BB;BBB;BBB
STEIBA HAERTETECHNIK GMBH;2169;2098;2037;0;3;11;2126;2052;1983;42;43;43;1003;960;731;29;25;22;0;0;0;975;936;709;334;852;580;3172;3058;2768;2824;2493;2232;77;77;77;2748;2417;2155;261;565;536;0;319;380;261;246;156;261;246;156;86;0;0;0;n.a.;n.a.;0;n.a.;n.a.;86;n.a.;n.a.;3172;3058;2768;2561;Treatment and coating of metals;BBB;BBB;BBB
UNIVERSAL ATHLETICS GMBH;92;52;29;7;0;0;86;52;29;0;0;0;1755;1695;1161;607;412;663;0;0;0;1148;1283;498;109;658;142;1847;1747;1190;1363;1064;944;26;26;26;1337;1038;918;484;683;246;254;527;114;230;156;132;230;156;132;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1847;1747;1190;4641;Wholesale of textiles;BBB;BBB;BB
WERNER NEUMANN REINIGUNGSSERVICE GMBH;532;429;384;0;0;0;532;429;384;0;0;0;657;846;696;10;29;34;0;0;0;647;817;662;412;397;390;1189;1275;1080;332;245;238;26;26;26;307;219;213;857;1030;842;796;1022;838;61;8;4;61;8;4;0;0;0;0;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;1189;1275;1080;8121;General cleaning of buildings;BB;BB;BB
BIOENERGIE LUENEN GMBH & CO. KG;1315;1517;1773;0;0;0;1315;1517;1773;0;0;0;3435;3838;3941;1763;2072;2107;0;3;1;1673;1762;1833;900;1261;1195;4750;5354;5715;975;1142;1180;975;1142;1180;0;0;0;3005;3482;3818;2554;2988;3404;451;494;415;451;494;415;771;730;717;0;0;0;291;310;287;480;420;429;4750;5354;5715;3511;Production of electricity;BB;BB;BB
BAUBECON SERVICE GMBH;201;189;168;0;1;2;175;163;141;25;25;25;4608;4860;3757;2;6;46;0;0;0;4606;4854;3711;1181;1078;528;4809;5049;3924;1772;2130;1189;52;52;52;1720;2078;1137;2573;2919;2736;0;457;275;2573;2463;2460;2573;2463;2460;464;0;0;0;n.a.;n.a.;0;n.a.;n.a.;464;n.a.;n.a.;4809;5049;3924;6832;Management of real estate on a fee or contract basis;BBB;BBB;BBB
SIMUL PERSONALMANAGEMENT GMBH;48;55;49;0;0;0;48;55;49;0;0;0;904;326;112;0;0;0;0;0;0;904;326;112;251;29;44;952;381;161;270;29;-11;40;40;14;230;-11;-24;682;116;75;424;39;39;259;77;36;259;77;36;0;236;96;n.a.;0;0;n.a.;0;0;n.a.;236;96;952;381;161;8299;Other business support service activities nec;BB;BB;CC
MICONTEC GMBH;196;176;137;10;6;0;70;92;50;116;77;88;1316;1721;1866;13;328;314;0;0;0;1303;1393;1552;49;112;5;1511;1897;2003;974;601;460;25;25;25;949;576;435;346;266;618;112;145;589;234;121;29;234;121;29;191;1030;925;0;0;0;0;0;0;191;1030;925;1511;1897;2003;7112;Engineering activities and related technical consultancy;BBB;BBB;BB
BINDER U. SOHN GMBH;233;136;152;0;1;2;187;92;97;46;44;53;4473;4489;1839;4006;4193;1345;0;0;0;468;296;494;103;37;290;4706;4625;1991;151;206;193;45;45;45;106;161;148;1422;1092;543;200;200;200;1222;892;343;1222;892;343;3133;3327;1255;0;0;0;0;0;0;3133;3327;1255;4706;4625;1991;4391;Roofing activities;CC;CC;CCC
FOTON GERMANY CONSTRUCTION MACHINES GMBH;15823;20971;16715;35;57;96;586;734;711;15202;20181;15908;11749;3342;1059;0;9;0;0;0;0;11749;3333;1059;11206;1862;829;27572;24313;17774;16663;1258;1097;1000;1000;1000;15663;258;97;536;23056;16678;0;22652;16210;536;404;468;536;404;468;10373;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;60;n.a.;n.a.;27572;24313;17774;7200;Scientific research and development;BBB;B;B
POFIN FINANCIAL SERVICE GMBH & CO. KG;58828;59382;59851;0;0;0;58828;59382;59851;0;0;0;58514;54917;64349;0;0;0;76;361;0;58438;54555;64349;17;6;28;117342;114298;124201;99574;98590;109970;70364;83407;94510;29210;15183;15459;17662;15272;45;17392;15135;0;269;138;45;269;138;45;107;436;14186;0;0;0;22;59;13;84;378;14173;117342;114298;124201;6491;Financial leasing;BBB;BBB;BBB
ALBERDINGK BOLEY LEUNA GMBH;8310;7657;7700;0;16;16;8310;7640;7684;0;0;0;3126;524;1587;636;309;0;0;0;0;2489;215;1587;14;2;n.a.;11436;8181;9287;303;248;169;25;25;25;278;223;144;430;420;9118;0;0;8693;430;420;425;430;420;425;10703;7512;0;0;0;n.a.;0;0;n.a.;10703;7512;n.a.;11436;8181;9287;2050;Manufacture of other chemical products;C;C;CC
FUTUR-BAUGESELLSCHAFT MBH;189;162;154;0;0;0;189;162;154;0;0;0;5264;3446;3103;4011;2473;2146;887;763;840;366;210;117;301;167;69;5454;3608;3257;423;357;309;26;26;26;398;331;284;4362;2815;161;4256;2691;63;105;123;98;105;123;98;669;437;2786;0;0;0;0;0;412;669;437;2375;5454;3608;3257;4120;Construction of residential and non-residential buildings;CCC;CCC;CCC
SONNTAG MASCHINENVERMIETUNG GMBH;13694;11720;9620;0;0;0;13694;11720;9620;0;0;0;1447;1855;1345;0;0;0;0;0;0;1447;1855;1345;1339;1522;678;15140;13575;10965;9747;8377;6445;191;191;191;9556;8186;6254;5393;5198;2386;4426;4452;2149;967;746;237;967;745;234;0;0;2134;n.a.;n.a.;1273;n.a.;n.a.;804;n.a.;n.a.;57;15140;13575;10965;7732;Renting and leasing of construction and civil engineering machinery and equipment;A;A;BB
ABP BEYERLE GMBH;396;409;440;15;17;15;160;171;205;221;221;221;4153;3928;3992;2492;2410;2289;0;0;0;1661;1518;1702;1;1;11;4549;4337;4431;780;1034;1011;26;26;26;754;1009;985;1130;3303;3421;1048;3231;3339;82;72;82;82;72;75;2639;0;0;0;n.a.;n.a.;0;n.a.;n.a.;2639;n.a.;n.a.;4549;4337;4431;2572;Manufacture of locks and hinges;B;BB;BB
NOVOPLAN GMBH OBERFLAECHEN- UND WERKSTOFFTECHNIK;858;799;757;4;6;8;854;793;750;0;0;0;2207;1386;1258;84;91;66;0;0;0;2124;1295;1192;1785;970;869;3065;2185;2015;2409;1556;1535;26;26;26;2384;1530;1509;547;630;480;0;119;209;547;510;271;547;510;271;109;0;0;0;n.a.;n.a.;0;n.a.;n.a.;109;n.a.;n.a.;3065;2185;2015;2561;Treatment and coating of metals;BBB;BBB;BBB
S-SERVICEPARTNER RHEINLAND-PFALZ GMBH;13;15;18;0;0;0;13;15;18;0;0;0;1090;1357;1183;0;0;0;0;5;2;1090;1353;1181;579;n.a.;n.a.;1103;1373;1200;381;290;342;100;100;100;281;190;242;604;633;750;0;0;0;604;633;750;604;633;750;118;450;108;n.a.;0;0;n.a.;19;19;0;431;89;1103;1373;1200;6499;Other financial service activities, except insurance and pension funding nec;BBB;CCC;BB
DUDA BAUUNTERNEHMUNG GMBH;36;45;50;0;0;0;36;45;50;0;0;0;3098;1446;4515;1938;363;3067;0;0;0;1160;1083;1447;308;191;105;3134;1491;4565;663;654;400;25;25;25;638;629;375;27;837;4165;0;691;4047;27;147;118;27;147;118;2444;0;0;0;n.a.;n.a.;0;n.a.;n.a.;2444;n.a.;n.a.;3134;1491;4565;4120;Construction of residential and non-residential buildings;B;BB;B
ELBA-OMNIBUSREISEN GMBH;442;428;429;0;0;0;442;428;429;0;0;0;934;1128;1146;0;0;0;16;9;9;918;1119;1137;372;456;219;1376;1556;1576;893;939;959;188;188;188;706;752;771;364;477;455;0;0;0;364;477;455;364;477;455;119;140;162;0;0;0;48;28;48;70;112;114;1376;1556;1576;4931;Urban and suburban passenger land transport;A;A;AA
BAUVEREIN SPROCKHOEVEL EG;23909;23968;23084;0;2;4;23678;23735;22840;231;231;241;942;1146;1794;135;145;139;24;10;15;783;991;1640;746;937;1601;24851;25114;24878;16009;15716;15312;1579;1569;1573;14430;14147;13739;7749;8143;8486;6725;7254;7770;1024;889;717;1024;889;717;1094;1255;1080;414;439;408;350;459;338;329;357;334;24851;25114;24878;6820;Renting and operating of own or leased real estate;BB;BB;BBB
CBOS BUEROSYSTEME GMBH;280;282;140;0;0;0;242;244;105;38;38;35;1788;1684;1444;53;77;84;0;0;0;1734;1608;1360;1169;862;730;2068;1966;1584;1593;1386;1074;51;51;51;1542;1335;1023;218;250;208;0;0;0;218;250;208;218;250;208;257;330;302;0;0;0;0;0;0;257;330;302;2068;1966;1584;4665;Wholesale of office furniture;BBB;BBB;BBB
PLR PRUEFTECHNIK LINKE & RUEHE GMBH;176;261;306;18;9;2;158;252;303;0;0;0;3502;4074;5727;485;574;950;0;0;0;3017;3500;4776;1691;2167;3397;3678;4335;6032;3059;2519;4637;26;26;26;3033;2493;4611;381;368;342;0;0;0;381;368;342;381;368;342;238;1447;1054;0;0;0;0;0;0;238;1447;1054;3678;4335;6032;7120;Technical testing and analysis;BBB;BBB;A
DIE DRAUSSENWERBER GMBH;25;39;35;1;1;0;23;37;34;1;1;1;4910;1668;867;26;15;6;0;0;0;4885;1653;861;0;1;1;4936;1708;902;25;-195;-195;25;25;25;0;-220;-220;4737;1594;611;4259;157;0;478;1436;611;478;1436;611;174;309;486;0;0;n.a.;0;0;n.a.;174;309;289;4936;1708;902;7310;Advertising;B;CCC;CCC
MEKO MECHANISCHE KOMPONENTE UND ENGINEERING GMBH;145;149;179;0;n.a.;0;145;n.a.;179;0;n.a.;0;913;896;1115;309;n.a.;284;0;n.a.;0;604;13;832;50;n.a.;56;1058;1045;1294;220;205;184;52;n.a.;52;168;n.a.;132;254;252;438;136;221;421;118;31;17;118;31;17;583;589;672;0;0;0;0;0;0;583;589;672;1058;1045;1294;4669;Wholesale of other machinery and equipment;BB;BB;BB
VIA NIEDERSACHSEN GMBH & CO. KG;3139;3207;25;50;43;0;3064;3139;0;25;25;25;114176;62306;31;104327;42300;0;0;542;0;9849;19463;31;2384;11747;6;117314;65514;56;-9456;-7023;23;0;25;25;-9456;-7048;-2;64956;28930;0;61328;25230;n.a.;3628;3700;n.a.;3628;3700;n.a.;61815;43606;33;0;42007;0;0;65;0;61815;1534;33;117314;65514;56;6420;Activities of holding companies;CCC;CCC;B
TIS TECHNISCHER INDUSTRIE SERVICE FUER FOERDERANLAGEN GMBH;925;930;1004;1;3;4;822;825;898;102;102;102;1786;1731;1464;264;233;194;0;0;0;1522;1498;1270;898;483;428;2710;2661;2469;1824;1731;1814;77;77;77;1747;1654;1738;586;518;436;0;0;0;586;518;436;586;518;436;301;413;218;0;0;0;0;0;0;301;413;218;2710;2661;2469;2219;Manufacture of other rubber products;BBB;BBB;BBB
KUEHLHAUS AKTIENGESELLSCHAFT;84;87;64;0;0;0;77;79;56;8;8;8;1992;1513;1550;305;274;265;0;0;0;1687;1239;1285;658;210;351;2076;1600;1614;1189;1078;929;49;49;49;1141;1029;880;277;134;157;89;0;0;189;134;157;189;134;157;610;388;529;n.a.;n.a.;0;n.a.;n.a.;0;4;22;529;2076;1600;1614;6202;Computer consultancy activities;BBB;BBB;BBB
ROTEG AG;21;6;2;0;0;0;21;6;2;0;0;0;2250;2627;1677;14;107;0;0;0;0;2235;2520;1677;649;1408;1138;2270;2633;1679;161;132;112;50;50;50;111;82;62;86;62;207;0;0;0;86;62;207;86;62;207;2024;2438;1360;0;n.a.;n.a.;0;n.a.;n.a.;2024;6;495;2270;2633;1679;2829;Manufacture of other general-purpose machinery nec;B;CCC;BB
FRH SYSGASTRO GMBH;1792;2125;2874;1;2;4;1791;2123;2870;0;0;0;430;356;332;35;42;54;0;0;0;395;314;278;182;171;177;2222;2481;3205;-1004;-1197;-1075;25;25;25;-1029;-1222;-1100;3225;3678;1530;3149;3626;1503;77;52;27;77;52;27;0;0;2750;n.a.;n.a.;1872;n.a.;n.a.;162;n.a.;n.a.;716;2222;2481;3205;5600;Food and beverage service activities;CCC;CCC;D
ALTENHEIM BRUEGGEN - BRACHT GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;8176;6698;4907;11;9;13;8140;6664;4869;25;25;25;2947;1473;1305;4;5;4;0;0;414;2943;1468;888;2617;1167;871;11123;8171;6212;1914;1959;1663;31;31;31;1883;1928;1632;8300;5412;4095;8089;5291;3907;211;121;187;211;121;187;908;800;455;n.a.;n.a.;134;n.a.;n.a.;56;1840;377;266;11123;8171;6212;8730;Residential care activities for the elderly and disabled;B;BB;BB
OPUS FORMENBAU GMBH & CO. KG;3470;3649;2986;185;215;212;3285;3435;2774;0;0;0;1175;1817;2090;568;359;683;0;0;0;607;1458;1407;4;2;4;4645;5466;5076;2977;3233;2909;480;786;820;2498;2447;2089;1668;2233;2166;1412;1678;1718;256;555;448;256;555;448;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;4645;5466;5076;2896;Manufacture of plastic and rubber machinery;BBB;BBB;BBB
TROKAMED GMBH;131;177;257;13;22;47;118;155;210;0;0;0;3402;3013;2318;1196;1100;1457;0;0;0;2207;1912;862;1109;859;36;3533;3190;2575;1700;-1928;-1686;25;25;25;1675;-1953;-1711;1833;5117;3311;1430;3471;1964;403;1647;1347;403;1647;1347;0;0;951;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;951;3533;3190;2575;3250;Manufacture of medical and dental instruments and supplies;BBB;CCC;CCC
HEIBL GMBH;630;754;866;1;1;0;629;752;866;0;0;0;1551;1643;1320;662;897;528;0;0;0;889;745;792;2;7;233;2181;2396;2186;556;713;938;25;25;25;531;688;913;1624;1683;1248;1476;1498;927;148;185;321;148;185;321;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2181;2396;2186;2229;Manufacture of other plastic products;BBB;BBB;BBB
SANDRA HELD GMBH;132;157;174;1;1;2;131;156;173;0;0;0;747;668;730;187;233;240;0;0;0;560;435;490;445;279;272;879;825;904;625;357;261;25;25;25;600;332;236;120;467;214;0;385;130;120;82;84;120;82;84;133;0;428;0;n.a.;0;0;n.a.;0;133;n.a.;428;879;825;904;9602;Hairdressing and other beauty treatment;BB;BB;BB
E. BECKER GMBH & CO. KG;141;166;173;21;32;73;120;134;100;0;0;0;1558;1615;1487;1039;1069;1075;0;0;0;519;546;412;61;7;15;1699;1781;1661;146;76;-41;96;26;925;50;50;-966;365;414;413;352;404;388;14;11;25;14;11;25;1188;1291;1289;0;0;0;0;0;0;1188;1291;1289;1699;1781;1661;7410;Specialised design activities;B;CCC;CCC
GOTTHARD WEETH GMBH;44;47;27;2;3;0;41;43;26;1;1;1;3189;2057;2183;1415;239;542;0;0;0;1774;1818;1640;2;441;775;3233;2104;2209;157;136;-121;54;54;54;103;82;-175;3076;1968;2330;2884;1811;2218;192;157;112;192;157;112;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3233;2104;2209;4211;Construction of roads and motorways;CCC;B;CCC
INTOSOL GMBH & CO. KG;1311;1396;1072;50;179;284;33;45;18;1228;1172;770;2759;3307;1807;8;4;24;0;0;0;2751;3303;1783;2;13;40;4070;4703;2879;-531;66;62;68;66;62;-599;0;0;4315;4637;2817;4275;4589;2784;40;48;32;40;48;32;286;0;0;0;n.a.;n.a.;0;n.a.;n.a.;286;n.a.;n.a.;4070;4703;2879;7910;Travel agency and tour operator activities;B;B;CC
CADSYS VERTRIEBS- UND ENTWICKLUNGSGESELLSCHAFT MBH;43;22;34;1;2;6;42;20;28;0;0;0;3087;2964;3704;2086;1950;2301;0;0;0;1001;1013;1403;711;601;857;3130;2986;3738;245;148;334;26;26;26;219;121;308;198;211;167;0;0;0;198;211;167;198;211;167;2687;2627;3237;0;0;0;0;0;0;2687;2627;3237;3130;2986;3738;6201;Computer programming activities;B;CCC;B
WERNER BOMMHARDT BAUUNTERNEHMEN GMBH & CO.KG;394;362;344;0;0;0;394;362;344;0;0;0;949;769;533;301;174;96;0;0;0;648;594;436;1;0;6;1343;1131;876;125;125;25;125;125;25;0;0;0;357;220;851;172;136;738;185;84;113;185;84;113;861;786;0;0;0;n.a.;0;0;n.a.;861;786;n.a.;1343;1131;876;4120;Construction of residential and non-residential buildings;B;B;CCC
